Store,Item,Allocation
87,Glue,1
87,Keyboard,2
87,King Crab,1
87,Milk,0
87,Mouse,1
87,Nails,0
87,Noodles,2
87,Paint,0
87,Phone Charger,2
87,Power Cord,1
87,Shrimp,2
87,Steak,2
87,Tape,0
88,Bracket,0
88,Brush,0
88,Cereal,0
88,Ear Buds,2
88,Eggs,0
88,Glue,1
88,Keyboard,2
88,King Crab,1
88,Milk,0
88,Mouse,1
88,Nails,0
88,Noodles,1
88,Paint,0
88,Phone Charger,2
88,Power Cord,1
88,Shrimp,2
88,Steak,1
88,Tape,0
89,Bracket,0
89,Brush,1
89,Cereal,0
89,Ear Buds,2
89,Eggs,0
89,Glue,1
89,Keyboard,2
89,King Crab,1
89,Milk,0
89,Mouse,1
89,Nails,0
89,Noodles,1
89,Paint,0
89,Phone Charger,2
89,Power Cord,1
89,Shrimp,2
89,Steak,1
89,Tape,0
90,Bracket,0
90,Brush,1
90,Cereal,0
90,Ear Buds,2
90,Eggs,0
90,Glue,1
90,Keyboard,2
90,King Crab,1
90,Milk,0
90,Mouse,1
90,Nails,0
90,Noodles,1
90,Paint,1
90,Phone Charger,2
90,Power Cord,1
90,Shrimp,2
90,Steak,1
90,Tape,0
91,Bracket,0
91,Brush,0
91,Cereal,0
91,Ear Buds,2
91,Eggs,0
91,Glue,1
91,Keyboard,2
91,King Crab,1
91,Milk,0
91,Mouse,1
91,Nails,0
91,Noodles,1
91,Paint,0
91,Phone Charger,2
91,Power Cord,1
91,Shrimp,2
91,Steak,1
91,Tape,0
92,Bracket,0
92,Brush,1
92,Cereal,0
92,Ear Buds,2
92,Eggs,0
92,Glue,1
92,Keyboard,2
92,King Crab,1
92,Milk,0
92,Mouse,1
92,Nails,0
92,Noodles,1
92,Paint,1
92,Phone Charger,2
92,Power Cord,1
92,Shrimp,2
92,Steak,1
92,Tape,0
93,Bracket,0
93,Brush,2
93,Cereal,6
93,Ear Buds,19
93,Eggs,0
93,Glue,2
93,Keyboard,18
93,King Crab,9
93,Milk,0
93,Mouse,10
93,Nails,0
93,Noodles,7
93,Paint,1
93,Phone Charger,12
93,Power Cord,7
93,Shrimp,10
93,Steak,7
93,Tape,0
94,Bracket,0
94,Brush,1
94,Cereal,0
94,Ear Buds,2
94,Eggs,0
94,Glue,1
94,Keyboard,2
94,King Crab,1
94,Milk,0
94,Mouse,1
94,Nails,0
94,Noodles,1
94,Paint,0
94,Phone Charger,2
94,Power Cord,1
94,Shrimp,2
94,Steak,1
94,Tape,0
95,Bracket,0
95,Brush,1
95,Cereal,0
95,Ear Buds,2
95,Eggs,0
95,Glue,1
95,Keyboard,4
95,King Crab,1
95,Milk,0
95,Mouse,1
95,Nails,0
95,Noodles,1
95,Paint,1
95,Phone Charger,2
95,Power Cord,1
95,Shrimp,2
95,Steak,1
95,Tape,0
96,Bracket,0
96,Brush,1
96,Cereal,0
96,Ear Buds,2
96,Eggs,0
96,Glue,1
96,Keyboard,2
96,King Crab,1
96,Milk,0
96,Mouse,1
96,Nails,0
96,Noodles,1
96,Paint,0
96,Phone Charger,2
96,Power Cord,1
96,Shrimp,2
96,Steak,1
96,Tape,0
97,Bracket,0
97,Brush,1
97,Cereal,0
97,Ear Buds,2
97,Eggs,0
97,Glue,1
97,Keyboard,2
97,King Crab,1
97,Milk,0
97,Mouse,1
97,Nails,0
97,Noodles,1
97,Paint,0
97,Phone Charger,2
97,Power Cord,1
97,Shrimp,2
97,Steak,1
97,Tape,0
98,Bracket,0
98,Brush,1
98,Cereal,0
98,Ear Buds,2
98,Eggs,0
98,Glue,1
98,Keyboard,2
98,King Crab,1
98,Milk,0
98,Mouse,1
98,Nails,0
98,Noodles,1
98,Paint,0
98,Phone Charger,2
98,Power Cord,1
98,Shrimp,2
98,Steak,1
98,Tape,0
99,Bracket,0
99,Brush,1
99,Cereal,0
99,Ear Buds,2
99,Eggs,0
99,Glue,1
99,Keyboard,2
99,King Crab,1
99,Milk,0
99,Mouse,1
99,Nails,0
99,Noodles,1
99,Paint,0
99,Phone Charger,2
99,Power Cord,1
99,Shrimp,2
99,Steak,1
99,Tape,0
100,Bracket,0
100,Brush,1
100,Cereal,0
100,Ear Buds,2
100,Eggs,0
100,Glue,1
100,Keyboard,2
100,King Crab,1
100,Milk,0
100,Mouse,1
100,Nails,0
100,Noodles,1
100,Paint,0
100,Phone Charger,2
100,Power Cord,1
100,Shrimp,2
100,Steak,1
100,Tape,0
101,Bracket,0
101,Brush,1
101,Cereal,1
101,Ear Buds,5
101,Eggs,0
101,Glue,1
101,Keyboard,6
101,King Crab,2
101,Milk,0
101,Mouse,2
101,Nails,0
101,Noodles,2
101,Paint,1
101,Phone Charger,5
101,Power Cord,2
101,Shrimp,4
101,Steak,2
101,Tape,0
102,Bracket,0
102,Brush,1
102,Cereal,1
102,Ear Buds,6
102,Eggs,0
102,Glue,1
102,Keyboard,7
102,King Crab,1
102,Milk,0
102,Mouse,2
102,Nails,0
102,Noodles,1
102,Paint,1
102,Phone Charger,6
102,Power Cord,1
102,Shrimp,4
102,Steak,1
102,Tape,0
103,Bracket,0
103,Brush,1
103,Cereal,1
103,Ear Buds,9
103,Eggs,0
103,Glue,1
103,Keyboard,10
103,King Crab,1
103,Milk,0
103,Mouse,2
103,Nails,0
103,Noodles,2
103,Paint,1
103,Phone Charger,6
103,Power Cord,1
103,Shrimp,4
103,Steak,2
103,Tape,0
104,Bracket,0
104,Brush,1
104,Cereal,0
104,Ear Buds,1
104,Eggs,0
104,Glue,1
104,Keyboard,2
104,King Crab,1
104,Milk,0
104,Mouse,1
104,Nails,0
104,Noodles,1
104,Paint,0
104,Phone Charger,1
104,Power Cord,1
104,Shrimp,1
104,Steak,1
104,Tape,0
105,Bracket,0
105,Brush,1
105,Cereal,0
105,Ear Buds,2
105,Eggs,0
105,Glue,1
105,Keyboard,4
105,King Crab,1
105,Milk,0
105,Mouse,1
105,Nails,0
105,Noodles,1
105,Paint,1
105,Phone Charger,2
105,Power Cord,1
105,Shrimp,2
105,Steak,1
105,Tape,0
106,Bracket,0
106,Brush,0
106,Cereal,0
106,Ear Buds,2
106,Eggs,0
106,Glue,1
106,Keyboard,2
106,King Crab,1
106,Milk,0
106,Mouse,1
106,Nails,0
106,Noodles,1
106,Paint,0
106,Phone Charger,2
106,Power Cord,1
106,Shrimp,2
106,Steak,1
106,Tape,0
107,Bracket,0
107,Brush,0
107,Cereal,0
107,Ear Buds,1
107,Eggs,0
107,Glue,1
107,Keyboard,2
107,King Crab,1
107,Milk,0
107,Mouse,1
107,Nails,0
107,Noodles,1
107,Paint,0
107,Phone Charger,1
107,Power Cord,1
107,Shrimp,1
107,Steak,1
107,Tape,0
108,Bracket,0
108,Brush,0
108,Cereal,0
108,Ear Buds,2
108,Eggs,0
108,Glue,1
108,Keyboard,2
108,King Crab,1
108,Milk,0
108,Mouse,1
108,Nails,0
108,Noodles,1
108,Paint,0
108,Phone Charger,2
108,Power Cord,1
108,Shrimp,2
108,Steak,1
108,Tape,0
109,Bracket,0
109,Brush,1
109,Cereal,0
109,Ear Buds,2
109,Eggs,0
109,Glue,1
109,Keyboard,4
109,King Crab,1
109,Milk,0
109,Mouse,1
109,Nails,0
109,Noodles,1
109,Paint,1
109,Phone Charger,2
109,Power Cord,1
109,Shrimp,2
109,Steak,1
109,Tape,0
110,Bracket,0
110,Brush,1
110,Cereal,0
110,Ear Buds,2
110,Eggs,0
110,Glue,1
110,Keyboard,4
110,King Crab,1
110,Milk,0
110,Mouse,1
110,Nails,0
110,Noodles,1
110,Paint,1
110,Phone Charger,2
110,Power Cord,1
110,Shrimp,2
110,Steak,1
110,Tape,0
111,Bracket,0
111,Brush,1
111,Cereal,0
111,Ear Buds,2
111,Eggs,0
111,Glue,1
111,Keyboard,4
111,King Crab,1
111,Milk,0
111,Mouse,1
111,Nails,0
111,Noodles,1
111,Paint,1
111,Phone Charger,2
111,Power Cord,1
111,Shrimp,2
111,Steak,1
111,Tape,0
112,Bracket,0
112,Brush,1
112,Cereal,0
112,Ear Buds,4
112,Eggs,0
112,Glue,1
112,Keyboard,5
112,King Crab,1
112,Milk,0
112,Mouse,1
112,Nails,0
112,Noodles,1
112,Paint,0
112,Phone Charger,4
112,Power Cord,1
112,Shrimp,2
112,Steak,1
112,Tape,0
113,Bracket,0
113,Brush,1
113,Cereal,0
113,Ear Buds,2
113,Eggs,0
113,Glue,1
113,Keyboard,4
113,King Crab,1
113,Milk,0
113,Mouse,1
113,Nails,0
113,Noodles,1
113,Paint,1
113,Phone Charger,2
113,Power Cord,1
113,Shrimp,2
113,Steak,1
113,Tape,0
114,Bracket,0
114,Brush,1
114,Cereal,0
114,Ear Buds,2
114,Eggs,0
114,Glue,1
114,Keyboard,4
114,King Crab,1
114,Milk,0
114,Mouse,1
114,Nails,0
114,Noodles,1
114,Paint,1
114,Phone Charger,2
114,Power Cord,1
114,Shrimp,2
114,Steak,1
114,Tape,0
115,Bracket,0
115,Brush,1
115,Cereal,0
115,Ear Buds,2
115,Eggs,0
115,Glue,1
115,Keyboard,2
115,King Crab,1
115,Milk,0
115,Mouse,1
115,Nails,0
115,Noodles,1
115,Paint,1
115,Phone Charger,2
115,Power Cord,1
115,Shrimp,2
115,Steak,1
115,Tape,0
116,Bracket,0
116,Brush,1
116,Cereal,0
116,Ear Buds,1
116,Eggs,0
116,Glue,1
116,Keyboard,2
116,King Crab,1
116,Milk,0
116,Mouse,1
116,Nails,0
116,Noodles,1
116,Paint,0
116,Phone Charger,1
116,Power Cord,1
116,Shrimp,1
116,Steak,1
116,Tape,0
117,Bracket,0
117,Brush,1
117,Cereal,0
117,Ear Buds,2
117,Eggs,0
117,Glue,1
117,Keyboard,2
117,King Crab,1
117,Milk,0
117,Mouse,1
117,Nails,0
117,Noodles,1
117,Paint,1
117,Phone Charger,2
117,Power Cord,1
117,Shrimp,2
117,Steak,1
117,Tape,0
118,Bracket,0
118,Brush,1
118,Cereal,0
118,Ear Buds,1
118,Eggs,0
118,Glue,1
118,Keyboard,2
118,King Crab,1
118,Milk,0
118,Mouse,1
118,Nails,0
118,Noodles,1
118,Paint,1
118,Phone Charger,1
118,Power Cord,1
118,Shrimp,1
118,Steak,1
118,Tape,0
119,Bracket,0
119,Brush,1
119,Cereal,1
119,Ear Buds,7
119,Eggs,0
119,Glue,1
119,Keyboard,7
119,King Crab,1
119,Milk,0
119,Mouse,2
119,Nails,0
119,Noodles,2
119,Paint,1
119,Phone Charger,6
119,Power Cord,2
119,Shrimp,4
119,Steak,2
119,Tape,0
120,Bracket,0
120,Brush,1
120,Cereal,0
120,Ear Buds,5
120,Eggs,0
120,Glue,1
120,Keyboard,6
120,King Crab,1
120,Milk,0
120,Mouse,1
120,Nails,0
120,Noodles,1
120,Paint,0
120,Phone Charger,4
120,Power Cord,1
120,Shrimp,2
120,Steak,1
120,Tape,0
121,Bracket,0
121,Brush,1
121,Cereal,1
121,Ear Buds,7
121,Eggs,0
121,Glue,1
121,Keyboard,10
121,King Crab,1
121,Milk,0
121,Mouse,2
121,Nails,0
121,Noodles,2
121,Paint,1
121,Phone Charger,6
121,Power Cord,2
121,Shrimp,4
121,Steak,1
121,Tape,0
122,Bracket,0
122,Brush,1
122,Cereal,1
122,Ear Buds,7
122,Eggs,0
122,Glue,1
122,Keyboard,10
122,King Crab,1
122,Milk,0
122,Mouse,2
122,Nails,0
122,Noodles,2
122,Paint,1
122,Phone Charger,6
122,Power Cord,2
122,Shrimp,4
122,Steak,1
122,Tape,0
123,Bracket,0
123,Brush,0
123,Cereal,0
123,Ear Buds,5
123,Eggs,0
123,Glue,1
123,Keyboard,6
123,King Crab,1
123,Milk,0
123,Mouse,1
123,Nails,0
123,Noodles,1
123,Paint,0
123,Phone Charger,4
123,Power Cord,1
123,Shrimp,2
123,Steak,1
123,Tape,0
124,Bracket,0
124,Brush,1
124,Cereal,0
124,Ear Buds,1
124,Eggs,0
124,Glue,1
124,Keyboard,2
124,King Crab,1
124,Milk,0
124,Mouse,1
124,Nails,0
124,Noodles,1
124,Paint,0
124,Phone Charger,1
124,Power Cord,1
124,Shrimp,1
124,Steak,1
124,Tape,0
125,Bracket,0
125,Brush,0
125,Cereal,0
125,Ear Buds,2
125,Eggs,0
125,Glue,1
125,Keyboard,2
125,King Crab,1
125,Milk,0
125,Mouse,1
125,Nails,0
125,Noodles,1
125,Paint,0
125,Phone Charger,2
125,Power Cord,1
125,Shrimp,2
125,Steak,1
125,Tape,0
126,Bracket,0
126,Brush,0
126,Cereal,0
126,Ear Buds,2
126,Eggs,0
126,Glue,1
126,Keyboard,2
126,King Crab,1
126,Milk,0
126,Mouse,1
126,Nails,0
126,Noodles,1
126,Paint,0
126,Phone Charger,2
126,Power Cord,1
126,Shrimp,2
126,Steak,1
126,Tape,0
127,Bracket,0
127,Brush,0
127,Cereal,0
127,Ear Buds,2
127,Eggs,0
127,Glue,1
127,Keyboard,2
127,King Crab,1
127,Milk,0
127,Mouse,1
127,Nails,0
127,Noodles,1
127,Paint,0
127,Phone Charger,2
127,Power Cord,1
127,Shrimp,1
127,Steak,1
127,Tape,0
128,Bracket,0
128,Brush,0
128,Cereal,0
128,Ear Buds,1
128,Eggs,0
128,Glue,0
128,Keyboard,2
128,King Crab,1
128,Milk,0
128,Mouse,0
128,Nails,0
128,Noodles,1
128,Paint,0
128,Phone Charger,1
128,Power Cord,0
128,Shrimp,1
128,Steak,1
128,Tape,0
129,Bracket,0
129,Brush,1
129,Cereal,0
129,Ear Buds,2
129,Eggs,0
129,Glue,1
129,Keyboard,2
129,King Crab,1
129,Milk,0
129,Mouse,1
129,Nails,0
129,Noodles,1
129,Paint,0
129,Phone Charger,2
129,Power Cord,1
129,Shrimp,2
129,Steak,1
129,Tape,0
130,Bracket,0
130,Brush,1
130,Cereal,0
130,Ear Buds,2
130,Eggs,0
130,Glue,1
130,Keyboard,4
130,King Crab,1
130,Milk,0
130,Mouse,1
130,Nails,0
130,Noodles,1
130,Paint,1
130,Phone Charger,2
130,Power Cord,1
130,Shrimp,2
130,Steak,1
130,Tape,0
131,Bracket,0
131,Brush,1
131,Cereal,0
131,Ear Buds,2
131,Eggs,0
131,Glue,1
131,Keyboard,2
131,King Crab,1
131,Milk,0
131,Mouse,1
131,Nails,0
131,Noodles,1
131,Paint,0
131,Phone Charger,2
131,Power Cord,1
131,Shrimp,2
131,Steak,1
131,Tape,0
132,Bracket,0
132,Brush,0
132,Cereal,0
132,Ear Buds,1
132,Eggs,0
132,Glue,1
132,Keyboard,2
132,King Crab,1
132,Milk,0
132,Mouse,0
132,Nails,0
132,Noodles,1
132,Paint,0
132,Phone Charger,1
132,Power Cord,0
132,Shrimp,1
132,Steak,1
132,Tape,0
133,Bracket,0
133,Brush,0
133,Cereal,0
133,Ear Buds,1
133,Eggs,0
133,Glue,1
133,Keyboard,2
133,King Crab,1
133,Milk,0
133,Mouse,1
133,Nails,0
133,Noodles,1
133,Paint,0
133,Phone Charger,2
133,Power Cord,1
133,Shrimp,2
133,Steak,1
133,Tape,0
134,Bracket,0
134,Brush,1
134,Cereal,0
134,Ear Buds,2
134,Eggs,0
134,Glue,1
134,Keyboard,2
134,King Crab,1
134,Milk,0
134,Mouse,1
134,Nails,0
134,Noodles,1
134,Paint,0
134,Phone Charger,2
134,Power Cord,1
134,Shrimp,2
134,Steak,1
134,Tape,0
135,Bracket,0
135,Brush,0
135,Cereal,0
135,Ear Buds,1
135,Eggs,0
135,Glue,1
135,Keyboard,2
135,King Crab,1
135,Milk,0
135,Mouse,1
135,Nails,0
135,Noodles,1
135,Paint,0
135,Phone Charger,2
135,Power Cord,1
135,Shrimp,2
135,Steak,1
135,Tape,0
136,Bracket,0
136,Brush,0
136,Cereal,0
136,Ear Buds,1
136,Eggs,0
136,Glue,0
136,Keyboard,2
136,King Crab,1
136,Milk,0
136,Mouse,0
136,Nails,0
136,Noodles,1
136,Paint,0
136,Phone Charger,1
136,Power Cord,0
136,Shrimp,1
136,Steak,1
136,Tape,0
137,Bracket,0
137,Brush,0
137,Cereal,0
137,Ear Buds,1
137,Eggs,0
137,Glue,1
137,Keyboard,2
137,King Crab,1
137,Milk,0
137,Mouse,1
137,Nails,0
137,Noodles,1
137,Paint,0
137,Phone Charger,1
137,Power Cord,0
137,Shrimp,1
137,Steak,1
137,Tape,0
138,Bracket,0
138,Brush,0
138,Cereal,0
138,Ear Buds,1
138,Eggs,0
138,Glue,1
138,Keyboard,2
138,King Crab,1
138,Milk,0
138,Mouse,1
138,Nails,0
138,Noodles,1
138,Paint,0
138,Phone Charger,1
138,Power Cord,0
138,Shrimp,1
138,Steak,1
138,Tape,0
139,Bracket,0
139,Brush,1
139,Cereal,0
139,Ear Buds,2
139,Eggs,0
139,Glue,1
139,Keyboard,2
139,King Crab,1
139,Milk,0
139,Mouse,1
139,Nails,0
139,Noodles,1
139,Paint,0
139,Phone Charger,2
139,Power Cord,1
139,Shrimp,2
139,Steak,1
139,Tape,0
140,Bracket,0
140,Brush,0
140,Cereal,0
140,Ear Buds,1
140,Eggs,0
140,Glue,0
140,Keyboard,2
140,King Crab,1
140,Milk,0
140,Mouse,1
140,Nails,0
140,Noodles,1
140,Paint,0
140,Phone Charger,2
140,Power Cord,1
140,Shrimp,1
140,Steak,1
140,Tape,0
141,Bracket,0
141,Brush,0
141,Cereal,0
141,Ear Buds,1
141,Eggs,0
141,Glue,1
141,Keyboard,2
141,King Crab,1
141,Milk,0
141,Mouse,1
141,Nails,0
141,Noodles,1
141,Paint,0
141,Phone Charger,2
141,Power Cord,1
141,Shrimp,2
141,Steak,1
141,Tape,0
142,Bracket,0
142,Brush,0
142,Cereal,0
142,Ear Buds,1
142,Eggs,0
142,Glue,1
142,Keyboard,2
142,King Crab,1
142,Milk,0
142,Mouse,1
142,Nails,0
142,Noodles,1
142,Paint,0
142,Phone Charger,1
142,Power Cord,0
142,Shrimp,1
142,Steak,1
142,Tape,0
143,Bracket,0
143,Brush,0
143,Cereal,0
143,Ear Buds,1
143,Eggs,0
143,Glue,1
143,Keyboard,2
143,King Crab,1
143,Milk,0
143,Mouse,1
143,Nails,0
143,Noodles,1
143,Paint,0
143,Phone Charger,1
143,Power Cord,0
143,Shrimp,1
143,Steak,1
143,Tape,0
144,Bracket,0
144,Brush,1
144,Cereal,1
144,Ear Buds,7
144,Eggs,0
144,Glue,1
144,Keyboard,9
144,King Crab,1
144,Milk,0
144,Mouse,2
144,Nails,0
144,Noodles,2
144,Paint,1
144,Phone Charger,6
144,Power Cord,2
144,Shrimp,4
144,Steak,2
144,Tape,0
145,Bracket,0
145,Brush,1
145,Cereal,1
145,Ear Buds,7
145,Eggs,0
145,Glue,1
145,Keyboard,9
145,King Crab,1
145,Milk,0
145,Mouse,2
145,Nails,0
145,Noodles,2
145,Paint,1
145,Phone Charger,6
145,Power Cord,2
145,Shrimp,4
145,Steak,2
145,Tape,0
146,Bracket,0
146,Brush,0
146,Cereal,0
146,Ear Buds,1
146,Eggs,0
146,Glue,1
146,Keyboard,2
146,King Crab,1
146,Milk,0
146,Mouse,1
146,Nails,0
146,Noodles,1
146,Paint,0
146,Phone Charger,1
146,Power Cord,0
146,Shrimp,1
146,Steak,1
146,Tape,0
147,Bracket,0
147,Brush,0
147,Cereal,0
147,Ear Buds,1
147,Eggs,0
147,Glue,0
147,Keyboard,2
147,King Crab,1
147,Milk,0
147,Mouse,1
147,Nails,0
147,Noodles,1
147,Paint,0
147,Phone Charger,1
147,Power Cord,0
147,Shrimp,1
147,Steak,1
147,Tape,0
148,Bracket,0
148,Brush,1
148,Cereal,0
148,Ear Buds,2
148,Eggs,0
148,Glue,1
148,Keyboard,2
148,King Crab,1
148,Milk,0
148,Mouse,1
148,Nails,0
148,Noodles,1
148,Paint,0
148,Phone Charger,2
148,Power Cord,1
148,Shrimp,2
148,Steak,1
148,Tape,0
149,Bracket,0
149,Brush,0
149,Cereal,0
149,Ear Buds,2
149,Eggs,0
149,Glue,1
149,Keyboard,2
149,King Crab,1
149,Milk,0
149,Mouse,1
149,Nails,0
149,Noodles,1
149,Paint,0
149,Phone Charger,2
149,Power Cord,1
149,Shrimp,2
149,Steak,1
149,Tape,0
150,Bracket,0
150,Brush,0
150,Cereal,0
150,Ear Buds,2
150,Eggs,0
150,Glue,1
150,Keyboard,2
150,King Crab,1
150,Milk,0
150,Mouse,1
150,Nails,0
150,Noodles,1
150,Paint,0
150,Phone Charger,2
150,Power Cord,1
150,Shrimp,2
150,Steak,1
150,Tape,0
151,Bracket,0
151,Brush,0
151,Cereal,0
151,Ear Buds,2
151,Eggs,0
151,Glue,1
151,Keyboard,2
151,King Crab,1
151,Milk,0
151,Mouse,1
151,Nails,0
151,Noodles,1
151,Paint,0
151,Phone Charger,2
151,Power Cord,1
151,Shrimp,2
151,Steak,1
151,Tape,0
152,Bracket,0
152,Brush,1
152,Cereal,0
152,Ear Buds,2
152,Eggs,0
152,Glue,1
152,Keyboard,2
152,King Crab,1
152,Milk,0
152,Mouse,1
152,Nails,0
152,Noodles,1
152,Paint,0
152,Phone Charger,2
152,Power Cord,1
152,Shrimp,2
152,Steak,1
152,Tape,0
153,Bracket,0
153,Brush,0
153,Cereal,0
153,Ear Buds,1
153,Eggs,0
153,Glue,0
153,Keyboard,2
153,King Crab,1
153,Milk,0
153,Mouse,1
153,Nails,0
153,Noodles,1
153,Paint,0
153,Phone Charger,1
153,Power Cord,0
153,Shrimp,1
153,Steak,1
153,Tape,0
154,Bracket,0
154,Brush,1
154,Cereal,0
154,Ear Buds,1
154,Eggs,0
154,Glue,1
154,Keyboard,2
154,King Crab,1
154,Milk,0
154,Mouse,1
154,Nails,0
154,Noodles,1
154,Paint,1
154,Phone Charger,1
154,Power Cord,1
154,Shrimp,1
154,Steak,1
154,Tape,0
155,Bracket,0
155,Brush,1
155,Cereal,0
155,Ear Buds,1
155,Eggs,0
155,Glue,1
155,Keyboard,2
155,King Crab,1
155,Milk,0
155,Mouse,1
155,Nails,0
155,Noodles,1
155,Paint,0
155,Phone Charger,1
155,Power Cord,1
155,Shrimp,1
155,Steak,1
155,Tape,0
156,Bracket,0
156,Brush,1
156,Cereal,0
156,Ear Buds,1
156,Eggs,0
156,Glue,1
156,Keyboard,2
156,King Crab,1
156,Milk,0
156,Mouse,1
156,Nails,0
156,Noodles,1
156,Paint,0
156,Phone Charger,1
156,Power Cord,1
156,Shrimp,1
156,Steak,1
156,Tape,0
157,Bracket,0
157,Brush,1
157,Cereal,0
157,Ear Buds,2
157,Eggs,0
157,Glue,1
157,Keyboard,4
157,King Crab,1
157,Milk,0
157,Mouse,1
157,Nails,0
157,Noodles,2
157,Paint,1
157,Phone Charger,4
157,Power Cord,1
157,Shrimp,4
157,Steak,2
157,Tape,0
158,Bracket,0
158,Brush,0
158,Cereal,0
158,Ear Buds,1
158,Eggs,0
158,Glue,0
158,Keyboard,2
158,King Crab,1
158,Milk,0
158,Mouse,1
158,Nails,0
158,Noodles,1
158,Paint,0
158,Phone Charger,1
158,Power Cord,1
158,Shrimp,1
158,Steak,1
158,Tape,0
159,Bracket,0
159,Brush,1
159,Cereal,0
159,Ear Buds,2
159,Eggs,0
159,Glue,1
159,Keyboard,2
159,King Crab,1
159,Milk,0
159,Mouse,1
159,Nails,0
159,Noodles,1
159,Paint,0
159,Phone Charger,2
159,Power Cord,1
159,Shrimp,2
159,Steak,1
159,Tape,0
160,Bracket,0
160,Brush,1
160,Cereal,0
160,Ear Buds,2
160,Eggs,0
160,Glue,1
160,Keyboard,2
160,King Crab,1
160,Milk,0
160,Mouse,1
160,Nails,0
160,Noodles,1
160,Paint,0
160,Phone Charger,2
160,Power Cord,1
160,Shrimp,2
160,Steak,1
160,Tape,0
161,Bracket,0
161,Brush,0
161,Cereal,0
161,Ear Buds,1
161,Eggs,0
161,Glue,1
161,Keyboard,2
161,King Crab,1
161,Milk,0
161,Mouse,1
161,Nails,0
161,Noodles,1
161,Paint,0
161,Phone Charger,1
161,Power Cord,0
161,Shrimp,1
161,Steak,1
161,Tape,0
162,Bracket,0
162,Brush,1
162,Cereal,0
162,Ear Buds,2
162,Eggs,0
162,Glue,1
162,Keyboard,2
162,King Crab,1
162,Milk,0
162,Mouse,1
162,Nails,0
162,Noodles,1
162,Paint,0
162,Phone Charger,2
162,Power Cord,1
162,Shrimp,2
162,Steak,1
162,Tape,0
163,Bracket,0
163,Brush,0
163,Cereal,0
163,Ear Buds,2
163,Eggs,0
163,Glue,1
163,Keyboard,2
163,King Crab,1
163,Milk,0
163,Mouse,1
163,Nails,0
163,Noodles,1
163,Paint,0
163,Phone Charger,2
163,Power Cord,1
163,Shrimp,2
163,Steak,1
163,Tape,0
164,Bracket,0
164,Brush,0
164,Cereal,0
164,Ear Buds,1
164,Eggs,0
164,Glue,1
164,Keyboard,2
164,King Crab,1
164,Milk,0
164,Mouse,1
164,Nails,0
164,Noodles,1
164,Paint,0
164,Phone Charger,2
164,Power Cord,1
164,Shrimp,2
164,Steak,1
164,Tape,0
165,Bracket,0
165,Brush,0
165,Cereal,0
165,Ear Buds,1
165,Eggs,0
165,Glue,1
165,Keyboard,2
165,King Crab,1
165,Milk,0
165,Mouse,1
165,Nails,0
165,Noodles,1
165,Paint,0
165,Phone Charger,1
165,Power Cord,0
165,Shrimp,1
165,Steak,1
165,Tape,0
166,Bracket,0
166,Brush,1
166,Cereal,0
166,Ear Buds,2
166,Eggs,0
166,Glue,1
166,Keyboard,2
166,King Crab,1
166,Milk,0
166,Mouse,1
166,Nails,0
166,Noodles,1
166,Paint,1
166,Phone Charger,2
166,Power Cord,1
166,Shrimp,2
166,Steak,1
166,Tape,0
167,Bracket,0
167,Brush,0
167,Cereal,0
167,Ear Buds,2
167,Eggs,0
167,Glue,1
167,Keyboard,2
167,King Crab,1
167,Milk,0
167,Mouse,1
167,Nails,0
167,Noodles,1
167,Paint,0
167,Phone Charger,2
167,Power Cord,1
167,Shrimp,2
167,Steak,1
167,Tape,0
168,Bracket,0
168,Brush,1
168,Cereal,0
168,Ear Buds,2
168,Eggs,0
168,Glue,1
168,Keyboard,4
168,King Crab,1
168,Milk,0
168,Mouse,1
168,Nails,0
168,Noodles,1
168,Paint,1
168,Phone Charger,2
168,Power Cord,1
168,Shrimp,2
168,Steak,1
168,Tape,0
169,Bracket,0
169,Brush,0
169,Cereal,0
169,Ear Buds,2
169,Eggs,0
169,Glue,1
169,Keyboard,2
169,King Crab,1
169,Milk,0
169,Mouse,1
169,Nails,0
169,Noodles,1
169,Paint,0
169,Phone Charger,2
169,Power Cord,1
169,Shrimp,2
169,Steak,1
169,Tape,0
170,Bracket,0
170,Brush,0
170,Cereal,0
170,Ear Buds,1
170,Eggs,0
170,Glue,0
170,Keyboard,2
170,King Crab,1
170,Milk,0
170,Mouse,0
170,Nails,0
170,Noodles,0
170,Paint,0
170,Phone Charger,1
170,Power Cord,0
170,Shrimp,1
170,Steak,1
170,Tape,0
171,Bracket,0
171,Brush,0
171,Cereal,0
171,Ear Buds,2
171,Eggs,0
171,Glue,1
171,Keyboard,2
171,King Crab,1
171,Milk,0
171,Mouse,1
171,Nails,0
171,Noodles,1
171,Paint,0
171,Phone Charger,2
171,Power Cord,1
171,Shrimp,2
171,Steak,1
171,Tape,0
172,Bracket,0
172,Brush,0
172,Cereal,0
172,Ear Buds,2
172,Eggs,0
172,Glue,1
172,Keyboard,2
172,King Crab,1
172,Milk,0
172,Mouse,1
172,Nails,0
172,Noodles,1
172,Paint,0
172,Phone Charger,2
172,Power Cord,1
172,Shrimp,2
172,Steak,1
172,Tape,0
173,Bracket,0
173,Brush,1
173,Cereal,0
173,Ear Buds,1
173,Eggs,0
173,Glue,1
173,Keyboard,2
173,King Crab,1
173,Milk,0
173,Mouse,1
173,Nails,0
