Store,Item,Allocation
87,Glue,3
87,Keyboard,9
87,King Crab,6
87,Milk,3
87,Mouse,6
87,Nails,1
87,Noodles,7
87,Paint,0
87,Phone Charger,9
87,Power Cord,6
87,Shrimp,9
87,Steak,7
87,Tape,0
88,Bracket,3
88,Brush,0
88,Cereal,3
88,Ear Buds,9
88,Eggs,3
88,Glue,3
88,Keyboard,9
88,King Crab,3
88,Milk,0
88,Mouse,3
88,Nails,0
88,Noodles,6
88,Paint,0
88,Phone Charger,9
88,Power Cord,3
88,Shrimp,9
88,Steak,6
88,Tape,0
89,Bracket,3
89,Brush,2
89,Cereal,3
89,Ear Buds,9
89,Eggs,3
89,Glue,3
89,Keyboard,9
89,King Crab,6
89,Milk,1
89,Mouse,3
89,Nails,3
89,Noodles,6
89,Paint,0
89,Phone Charger,9
89,Power Cord,3
89,Shrimp,9
89,Steak,6
89,Tape,0
90,Bracket,4
90,Brush,3
90,Cereal,3
90,Ear Buds,9
90,Eggs,3
90,Glue,3
90,Keyboard,10
90,King Crab,6
90,Milk,3
90,Mouse,4
90,Nails,3
90,Noodles,6
90,Paint,2
90,Phone Charger,9
90,Power Cord,3
90,Shrimp,9
90,Steak,6
90,Tape,2
91,Bracket,3
91,Brush,0
91,Cereal,3
91,Ear Buds,9
91,Eggs,3
91,Glue,3
91,Keyboard,9
91,King Crab,3
91,Milk,0
91,Mouse,3
91,Nails,0
91,Noodles,5
91,Paint,0
91,Phone Charger,9
91,Power Cord,3
91,Shrimp,9
91,Steak,6
91,Tape,0
92,Bracket,4
92,Brush,3
92,Cereal,3
92,Ear Buds,9
92,Eggs,3
92,Glue,3
92,Keyboard,10
92,King Crab,6
92,Milk,3
92,Mouse,4
92,Nails,3
92,Noodles,6
92,Paint,2
92,Phone Charger,9
92,Power Cord,3
92,Shrimp,9
92,Steak,6
92,Tape,2
93,Bracket,6
93,Brush,8
93,Cereal,23
93,Ear Buds,37
93,Eggs,23
93,Glue,7
93,Keyboard,35
93,King Crab,19
93,Milk,16
93,Mouse,22
93,Nails,6
93,Noodles,20
93,Paint,5
93,Phone Charger,27
93,Power Cord,20
93,Shrimp,23
93,Steak,19
93,Tape,6
94,Bracket,3
94,Brush,3
94,Cereal,3
94,Ear Buds,7
94,Eggs,3
94,Glue,3
94,Keyboard,9
94,King Crab,3
94,Milk,0
94,Mouse,3
94,Nails,3
94,Noodles,4
94,Paint,0
94,Phone Charger,8
94,Power Cord,1
94,Shrimp,9
94,Steak,4
94,Tape,0
95,Bracket,8
95,Brush,3
95,Cereal,3
95,Ear Buds,9
95,Eggs,3
95,Glue,3
95,Keyboard,12
95,King Crab,6
95,Milk,3
95,Mouse,5
95,Nails,3
95,Noodles,6
95,Paint,3
95,Phone Charger,9
95,Power Cord,3
95,Shrimp,9
95,Steak,6
95,Tape,3
96,Bracket,3
96,Brush,3
96,Cereal,3
96,Ear Buds,9
96,Eggs,3
96,Glue,3
96,Keyboard,9
96,King Crab,6
96,Milk,2
96,Mouse,3
96,Nails,3
96,Noodles,6
96,Paint,0
96,Phone Charger,9
96,Power Cord,3
96,Shrimp,9
96,Steak,6
96,Tape,0
97,Bracket,3
97,Brush,1
97,Cereal,3
97,Ear Buds,9
97,Eggs,3
97,Glue,3
97,Keyboard,9
97,King Crab,3
97,Milk,0
97,Mouse,3
97,Nails,0
97,Noodles,6
97,Paint,0
97,Phone Charger,9
97,Power Cord,3
97,Shrimp,9
97,Steak,6
97,Tape,0
98,Bracket,3
98,Brush,3
98,Cereal,3
98,Ear Buds,9
98,Eggs,3
98,Glue,3
98,Keyboard,9
98,King Crab,6
98,Milk,2
98,Mouse,3
98,Nails,3
98,Noodles,6
98,Paint,0
98,Phone Charger,9
98,Power Cord,3
98,Shrimp,9
98,Steak,6
98,Tape,0
99,Bracket,3
99,Brush,3
99,Cereal,3
99,Ear Buds,9
99,Eggs,3
99,Glue,3
99,Keyboard,9
99,King Crab,6
99,Milk,2
99,Mouse,3
99,Nails,3
99,Noodles,6
99,Paint,0
99,Phone Charger,9
99,Power Cord,3
99,Shrimp,9
99,Steak,6
99,Tape,0
100,Bracket,3
100,Brush,2
100,Cereal,3
100,Ear Buds,9
100,Eggs,3
100,Glue,3
100,Keyboard,9
100,King Crab,3
100,Milk,0
100,Mouse,3
100,Nails,0
100,Noodles,5
100,Paint,0
100,Phone Charger,9
100,Power Cord,3
100,Shrimp,9
100,Steak,5
100,Tape,0
101,Bracket,3
101,Brush,3
101,Cereal,6
101,Ear Buds,14
101,Eggs,6
101,Glue,3
101,Keyboard,15
101,King Crab,8
101,Milk,5
101,Mouse,9
101,Nails,3
101,Noodles,8
101,Paint,3
101,Phone Charger,14
101,Power Cord,9
101,Shrimp,12
101,Steak,8
101,Tape,3
102,Bracket,3
102,Brush,3
102,Cereal,6
102,Ear Buds,17
102,Eggs,6
102,Glue,3
102,Keyboard,19
102,King Crab,6
102,Milk,3
102,Mouse,9
102,Nails,3
102,Noodles,6
102,Paint,2
102,Phone Charger,15
102,Power Cord,6
102,Shrimp,11
102,Steak,6
102,Tape,2
103,Bracket,3
103,Brush,2
103,Cereal,6
103,Ear Buds,21
103,Eggs,6
103,Glue,3
103,Keyboard,23
103,King Crab,6
103,Milk,3
103,Mouse,9
103,Nails,3
103,Noodles,9
103,Paint,1
103,Phone Charger,15
103,Power Cord,6
103,Shrimp,12
103,Steak,8
103,Tape,0
104,Bracket,3
104,Brush,1
104,Cereal,1
104,Ear Buds,3
104,Eggs,1
104,Glue,2
104,Keyboard,6
104,King Crab,3
104,Milk,0
104,Mouse,3
104,Nails,0
104,Noodles,3
104,Paint,0
104,Phone Charger,4
104,Power Cord,3
104,Shrimp,3
104,Steak,3
104,Tape,0
105,Bracket,3
105,Brush,3
105,Cereal,3
105,Ear Buds,9
105,Eggs,3
105,Glue,3
105,Keyboard,12
105,King Crab,6
105,Milk,3
105,Mouse,6
105,Nails,3
105,Noodles,6
105,Paint,3
105,Phone Charger,10
105,Power Cord,4
105,Shrimp,9
105,Steak,6
105,Tape,0
106,Bracket,3
106,Brush,0
106,Cereal,3
106,Ear Buds,7
106,Eggs,3
106,Glue,2
106,Keyboard,9
106,King Crab,3
106,Milk,0
106,Mouse,3
106,Nails,0
106,Noodles,4
106,Paint,0
106,Phone Charger,9
106,Power Cord,3
106,Shrimp,8
106,Steak,3
106,Tape,0
107,Bracket,3
107,Brush,0
107,Cereal,0
107,Ear Buds,3
107,Eggs,0
107,Glue,2
107,Keyboard,6
107,King Crab,3
107,Milk,0
107,Mouse,3
107,Nails,0
107,Noodles,3
107,Paint,0
107,Phone Charger,3
107,Power Cord,3
107,Shrimp,3
107,Steak,3
107,Tape,0
108,Bracket,3
108,Brush,0
108,Cereal,3
108,Ear Buds,7
108,Eggs,3
108,Glue,2
108,Keyboard,9
108,King Crab,3
108,Milk,0
108,Mouse,3
108,Nails,0
108,Noodles,4
108,Paint,0
108,Phone Charger,8
108,Power Cord,1
108,Shrimp,8
108,Steak,3
108,Tape,0
109,Bracket,3
109,Brush,3
109,Cereal,3
109,Ear Buds,9
109,Eggs,3
109,Glue,3
109,Keyboard,12
109,King Crab,6
109,Milk,3
109,Mouse,6
109,Nails,3
109,Noodles,6
109,Paint,1
109,Phone Charger,9
109,Power Cord,4
109,Shrimp,9
109,Steak,6
109,Tape,0
110,Bracket,3
110,Brush,3
110,Cereal,3
110,Ear Buds,9
110,Eggs,3
110,Glue,3
110,Keyboard,12
110,King Crab,6
110,Milk,3
110,Mouse,6
110,Nails,3
110,Noodles,6
110,Paint,1
110,Phone Charger,9
110,Power Cord,3
110,Shrimp,9
110,Steak,6
110,Tape,0
111,Bracket,3
111,Brush,3
111,Cereal,3
111,Ear Buds,9
111,Eggs,3
111,Glue,3
111,Keyboard,12
111,King Crab,6
111,Milk,3
111,Mouse,6
111,Nails,3
111,Noodles,6
111,Paint,1
111,Phone Charger,9
111,Power Cord,3
111,Shrimp,9
111,Steak,6
111,Tape,0
112,Bracket,3
112,Brush,3
112,Cereal,3
112,Ear Buds,11
112,Eggs,3
112,Glue,3
112,Keyboard,13
112,King Crab,6
112,Milk,3
112,Mouse,6
112,Nails,3
112,Noodles,6
112,Paint,0
112,Phone Charger,11
112,Power Cord,5
112,Shrimp,9
112,Steak,6
112,Tape,0
113,Bracket,3
113,Brush,3
113,Cereal,3
113,Ear Buds,9
113,Eggs,3
113,Glue,3
113,Keyboard,11
113,King Crab,6
113,Milk,3
113,Mouse,5
113,Nails,3
113,Noodles,6
113,Paint,1
113,Phone Charger,9
113,Power Cord,3
113,Shrimp,9
113,Steak,6
113,Tape,0
114,Bracket,4
114,Brush,3
114,Cereal,3
114,Ear Buds,9
114,Eggs,3
114,Glue,4
114,Keyboard,11
114,King Crab,6
114,Milk,3
114,Mouse,5
114,Nails,3
114,Noodles,6
114,Paint,2
114,Phone Charger,9
114,Power Cord,3
114,Shrimp,9
114,Steak,6
114,Tape,1
115,Bracket,3
115,Brush,3
115,Cereal,3
115,Ear Buds,9
115,Eggs,3
115,Glue,3
115,Keyboard,9
115,King Crab,3
115,Milk,0
115,Mouse,3
115,Nails,3
115,Noodles,6
115,Paint,1
115,Phone Charger,9
115,Power Cord,3
115,Shrimp,8
115,Steak,4
115,Tape,0
116,Bracket,3
116,Brush,1
116,Cereal,0
116,Ear Buds,3
116,Eggs,0
116,Glue,2
116,Keyboard,5
116,King Crab,3
116,Milk,0
116,Mouse,2
116,Nails,1
116,Noodles,3
116,Paint,0
116,Phone Charger,3
116,Power Cord,2
116,Shrimp,3
116,Steak,3
116,Tape,0
117,Bracket,3
117,Brush,1
117,Cereal,3
117,Ear Buds,9
117,Eggs,3
117,Glue,3
117,Keyboard,10
117,King Crab,5
117,Milk,2
117,Mouse,3
117,Nails,2
117,Noodles,6
117,Paint,1
117,Phone Charger,9
117,Power Cord,3
117,Shrimp,9
117,Steak,6
117,Tape,0
118,Bracket,4
118,Brush,3
118,Cereal,0
118,Ear Buds,4
118,Eggs,0
118,Glue,3
118,Keyboard,6
118,King Crab,3
118,Milk,0
118,Mouse,3
118,Nails,3
118,Noodles,3
118,Paint,2
118,Phone Charger,5
118,Power Cord,3
118,Shrimp,3
118,Steak,3
118,Tape,0
119,Bracket,5
119,Brush,4
119,Cereal,6
119,Ear Buds,18
119,Eggs,6
119,Glue,5
119,Keyboard,19
119,King Crab,6
119,Milk,3
119,Mouse,9
119,Nails,5
119,Noodles,8
119,Paint,3
119,Phone Charger,16
119,Power Cord,8
119,Shrimp,12
119,Steak,8
119,Tape,3
120,Bracket,3
120,Brush,2
120,Cereal,3
120,Ear Buds,13
120,Eggs,3
120,Glue,3
120,Keyboard,16
120,King Crab,6
120,Milk,3
120,Mouse,6
120,Nails,3
120,Noodles,6
120,Paint,0
120,Phone Charger,12
120,Power Cord,4
120,Shrimp,9
120,Steak,6
120,Tape,0
121,Bracket,3
121,Brush,3
121,Cereal,6
121,Ear Buds,20
121,Eggs,6
121,Glue,3
121,Keyboard,22
121,King Crab,6
121,Milk,3
121,Mouse,10
121,Nails,3
121,Noodles,8
121,Paint,1
121,Phone Charger,16
121,Power Cord,8
121,Shrimp,12
121,Steak,6
121,Tape,0
122,Bracket,3
122,Brush,3
122,Cereal,6
122,Ear Buds,20
122,Eggs,6
122,Glue,3
122,Keyboard,22
122,King Crab,6
122,Milk,3
122,Mouse,10
122,Nails,3
122,Noodles,9
122,Paint,1
122,Phone Charger,16
122,Power Cord,8
122,Shrimp,12
122,Steak,6
122,Tape,0
123,Bracket,3
123,Brush,0
123,Cereal,3
123,Ear Buds,13
123,Eggs,3
123,Glue,3
123,Keyboard,16
123,King Crab,6
123,Milk,1
123,Mouse,6
123,Nails,0
123,Noodles,6
123,Paint,0
123,Phone Charger,12
123,Power Cord,4
123,Shrimp,9
123,Steak,6
123,Tape,0
124,Bracket,3
124,Brush,2
124,Cereal,0
124,Ear Buds,4
124,Eggs,0
124,Glue,3
124,Keyboard,6
124,King Crab,3
124,Milk,0
124,Mouse,3
124,Nails,2
124,Noodles,3
124,Paint,0
124,Phone Charger,4
124,Power Cord,3
124,Shrimp,3
124,Steak,3
124,Tape,0
125,Bracket,3
125,Brush,0
125,Cereal,3
125,Ear Buds,7
125,Eggs,3
125,Glue,2
125,Keyboard,9
125,King Crab,3
125,Milk,0
125,Mouse,3
125,Nails,0
125,Noodles,3
125,Paint,0
125,Phone Charger,7
125,Power Cord,2
125,Shrimp,8
125,Steak,3
125,Tape,0
126,Bracket,3
126,Brush,0
126,Cereal,3
126,Ear Buds,7
126,Eggs,3
126,Glue,2
126,Keyboard,9
126,King Crab,3
126,Milk,0
126,Mouse,3
126,Nails,0
126,Noodles,3
126,Paint,0
126,Phone Charger,7
126,Power Cord,2
126,Shrimp,8
126,Steak,3
126,Tape,0
127,Bracket,3
127,Brush,0
127,Cereal,3
127,Ear Buds,7
127,Eggs,3
127,Glue,2
127,Keyboard,9
127,King Crab,3
127,Milk,0
127,Mouse,3
127,Nails,0
127,Noodles,3
127,Paint,0
127,Phone Charger,8
127,Power Cord,2
127,Shrimp,6
127,Steak,3
127,Tape,0
128,Bracket,2
128,Brush,0
128,Cereal,0
128,Ear Buds,3
128,Eggs,0
128,Glue,0
128,Keyboard,3
128,King Crab,3
128,Milk,0
128,Mouse,0
128,Nails,0
128,Noodles,2
128,Paint,0
128,Phone Charger,3
128,Power Cord,0
128,Shrimp,3
128,Steak,3
128,Tape,0
129,Bracket,3
129,Brush,3
129,Cereal,3
129,Ear Buds,9
129,Eggs,3
129,Glue,3
129,Keyboard,9
129,King Crab,4
129,Milk,1
129,Mouse,3
129,Nails,3
129,Noodles,6
129,Paint,0
129,Phone Charger,9
129,Power Cord,3
129,Shrimp,9
129,Steak,6
129,Tape,0
130,Bracket,3
130,Brush,2
130,Cereal,4
130,Ear Buds,9
130,Eggs,4
130,Glue,3
130,Keyboard,11
130,King Crab,6
130,Milk,3
130,Mouse,5
130,Nails,2
130,Noodles,6
130,Paint,1
130,Phone Charger,9
130,Power Cord,4
130,Shrimp,9
130,Steak,6
130,Tape,0
131,Bracket,3
131,Brush,3
131,Cereal,3
131,Ear Buds,8
131,Eggs,3
131,Glue,3
131,Keyboard,9
131,King Crab,3
131,Milk,0
131,Mouse,3
131,Nails,2
131,Noodles,6
131,Paint,0
131,Phone Charger,9
131,Power Cord,3
131,Shrimp,9
131,Steak,5
131,Tape,0
132,Bracket,1
132,Brush,0
132,Cereal,0
132,Ear Buds,3
132,Eggs,0
132,Glue,1
132,Keyboard,3
132,King Crab,1
132,Milk,0
132,Mouse,0
132,Nails,0
132,Noodles,1
132,Paint,0
132,Phone Charger,3
132,Power Cord,0
132,Shrimp,3
132,Steak,1
132,Tape,0
133,Bracket,3
133,Brush,0
133,Cereal,3
133,Ear Buds,6
133,Eggs,3
133,Glue,2
133,Keyboard,9
133,King Crab,3
133,Milk,0
133,Mouse,3
133,Nails,0
133,Noodles,3
133,Paint,0
133,Phone Charger,7
133,Power Cord,1
133,Shrimp,7
133,Steak,3
133,Tape,0
134,Bracket,3
134,Brush,3
134,Cereal,3
134,Ear Buds,9
134,Eggs,3
134,Glue,3
134,Keyboard,9
134,King Crab,3
134,Milk,0
134,Mouse,3
134,Nails,2
134,Noodles,6
134,Paint,0
134,Phone Charger,9
134,Power Cord,3
134,Shrimp,9
134,Steak,5
134,Tape,0
135,Bracket,3
135,Brush,0
135,Cereal,3
135,Ear Buds,6
135,Eggs,3
135,Glue,3
135,Keyboard,9
135,King Crab,3
135,Milk,0
135,Mouse,3
135,Nails,0
135,Noodles,3
135,Paint,0
135,Phone Charger,7
135,Power Cord,1
135,Shrimp,7
135,Steak,3
135,Tape,0
136,Bracket,1
136,Brush,0
136,Cereal,0
136,Ear Buds,3
136,Eggs,0
136,Glue,0
136,Keyboard,3
136,King Crab,1
136,Milk,0
136,Mouse,0
136,Nails,0
136,Noodles,1
136,Paint,0
136,Phone Charger,3
136,Power Cord,0
136,Shrimp,3
136,Steak,1
136,Tape,0
137,Bracket,2
137,Brush,0
137,Cereal,0
137,Ear Buds,3
137,Eggs,0
137,Glue,1
137,Keyboard,3
137,King Crab,3
137,Milk,0
137,Mouse,2
137,Nails,0
137,Noodles,3
137,Paint,0
137,Phone Charger,3
137,Power Cord,0
137,Shrimp,3
137,Steak,3
137,Tape,0
138,Bracket,2
138,Brush,0
138,Cereal,0
138,Ear Buds,3
138,Eggs,0
138,Glue,1
138,Keyboard,3
138,King Crab,3
138,Milk,0
138,Mouse,2
138,Nails,0
138,Noodles,3
138,Paint,0
138,Phone Charger,3
138,Power Cord,0
138,Shrimp,3
138,Steak,3
138,Tape,0
139,Bracket,3
139,Brush,3
139,Cereal,3
139,Ear Buds,9
139,Eggs,3
139,Glue,3
139,Keyboard,9
139,King Crab,6
139,Milk,3
139,Mouse,3
139,Nails,3
139,Noodles,6
139,Paint,0
139,Phone Charger,9
139,Power Cord,3
139,Shrimp,9
139,Steak,6
139,Tape,0
140,Bracket,2
140,Brush,0
140,Cereal,2
140,Ear Buds,6
140,Eggs,3
140,Glue,0
140,Keyboard,9
140,King Crab,3
140,Milk,0
140,Mouse,3
140,Nails,0
140,Noodles,3
140,Paint,0
140,Phone Charger,7
140,Power Cord,2
140,Shrimp,6
140,Steak,3
140,Tape,0
141,Bracket,3
141,Brush,0
141,Cereal,3
141,Ear Buds,6
141,Eggs,3
141,Glue,2
141,Keyboard,9
141,King Crab,3
141,Milk,0
141,Mouse,3
141,Nails,0
141,Noodles,3
141,Paint,0
141,Phone Charger,7
141,Power Cord,3
141,Shrimp,7
141,Steak,3
141,Tape,0
142,Bracket,1
142,Brush,0
142,Cereal,0
142,Ear Buds,3
142,Eggs,0
142,Glue,1
142,Keyboard,3
142,King Crab,3
142,Milk,0
142,Mouse,1
142,Nails,0
142,Noodles,2
142,Paint,0
142,Phone Charger,3
142,Power Cord,0
142,Shrimp,3
142,Steak,2
142,Tape,0
143,Bracket,2
143,Brush,0
143,Cereal,0
143,Ear Buds,3
143,Eggs,0
143,Glue,1
143,Keyboard,3
143,King Crab,3
143,Milk,0
143,Mouse,1
143,Nails,0
143,Noodles,3
143,Paint,0
143,Phone Charger,3
143,Power Cord,0
143,Shrimp,3
143,Steak,3
143,Tape,0
144,Bracket,3
144,Brush,3
144,Cereal,6
144,Ear Buds,19
144,Eggs,6
144,Glue,3
144,Keyboard,21
144,King Crab,6
144,Milk,3
144,Mouse,9
144,Nails,3
144,Noodles,9
144,Paint,1
144,Phone Charger,15
144,Power Cord,9
144,Shrimp,12
144,Steak,7
144,Tape,0
145,Bracket,3
145,Brush,3
145,Cereal,6
145,Ear Buds,19
145,Eggs,6
145,Glue,3
145,Keyboard,21
145,King Crab,6
145,Milk,3
145,Mouse,9
145,Nails,3
145,Noodles,9
145,Paint,1
145,Phone Charger,15
145,Power Cord,9
145,Shrimp,12
145,Steak,7
145,Tape,0
146,Bracket,1
146,Brush,0
146,Cereal,0
146,Ear Buds,3
146,Eggs,0
146,Glue,1
146,Keyboard,3
146,King Crab,3
146,Milk,0
146,Mouse,1
146,Nails,0
146,Noodles,3
146,Paint,0
146,Phone Charger,3
146,Power Cord,0
146,Shrimp,3
146,Steak,3
146,Tape,0
147,Bracket,1
147,Brush,0
147,Cereal,0
147,Ear Buds,3
147,Eggs,0
147,Glue,0
147,Keyboard,3
147,King Crab,3
147,Milk,0
147,Mouse,1
147,Nails,0
147,Noodles,2
147,Paint,0
147,Phone Charger,3
147,Power Cord,0
147,Shrimp,3
147,Steak,2
147,Tape,0
148,Bracket,3
148,Brush,3
148,Cereal,3
148,Ear Buds,9
148,Eggs,3
148,Glue,3
148,Keyboard,9
148,King Crab,6
148,Milk,3
148,Mouse,3
148,Nails,3
148,Noodles,6
148,Paint,0
148,Phone Charger,9
148,Power Cord,3
148,Shrimp,9
148,Steak,6
148,Tape,0
149,Bracket,3
149,Brush,0
149,Cereal,3
149,Ear Buds,9
149,Eggs,3
149,Glue,3
149,Keyboard,9
149,King Crab,3
149,Milk,0
149,Mouse,3
149,Nails,0
149,Noodles,4
149,Paint,0
149,Phone Charger,9
149,Power Cord,3
149,Shrimp,8
149,Steak,3
149,Tape,0
150,Bracket,3
150,Brush,0
150,Cereal,3
150,Ear Buds,9
150,Eggs,3
150,Glue,3
150,Keyboard,9
150,King Crab,3
150,Milk,0
150,Mouse,3
150,Nails,0
150,Noodles,4
150,Paint,0
150,Phone Charger,9
150,Power Cord,3
150,Shrimp,8
150,Steak,3
150,Tape,0
151,Bracket,3
151,Brush,0
151,Cereal,3
151,Ear Buds,9
151,Eggs,3
151,Glue,3
151,Keyboard,9
151,King Crab,3
151,Milk,0
151,Mouse,3
151,Nails,0
151,Noodles,4
151,Paint,0
151,Phone Charger,9
151,Power Cord,3
151,Shrimp,8
151,Steak,3
151,Tape,0
152,Bracket,3
152,Brush,3
152,Cereal,3
152,Ear Buds,9
152,Eggs,3
152,Glue,3
152,Keyboard,9
152,King Crab,5
152,Milk,2
152,Mouse,3
152,Nails,3
152,Noodles,6
152,Paint,0
152,Phone Charger,9
152,Power Cord,3
152,Shrimp,9
152,Steak,6
152,Tape,0
153,Bracket,0
153,Brush,0
153,Cereal,0
153,Ear Buds,3
153,Eggs,0
153,Glue,0
153,Keyboard,3
153,King Crab,3
153,Milk,0
153,Mouse,1
153,Nails,0
153,Noodles,3
153,Paint,0
153,Phone Charger,3
153,Power Cord,0
153,Shrimp,3
153,Steak,3
153,Tape,0
154,Bracket,3
154,Brush,3
154,Cereal,3
154,Ear Buds,4
154,Eggs,3
154,Glue,3
154,Keyboard,6
154,King Crab,3
154,Milk,3
154,Mouse,3
154,Nails,3
154,Noodles,4
154,Paint,1
154,Phone Charger,6
154,Power Cord,3
154,Shrimp,6
154,Steak,5
154,Tape,1
155,Bracket,2
155,Brush,3
155,Cereal,1
155,Ear Buds,3
155,Eggs,1
155,Glue,1
155,Keyboard,6
155,King Crab,3
155,Milk,0
155,Mouse,3
155,Nails,0
155,Noodles,3
155,Paint,0
155,Phone Charger,3
155,Power Cord,1
155,Shrimp,3
155,Steak,3
155,Tape,0
156,Bracket,2
156,Brush,3
156,Cereal,1
156,Ear Buds,3
156,Eggs,1
156,Glue,1
156,Keyboard,6
156,King Crab,3
156,Milk,0
156,Mouse,3
156,Nails,0
156,Noodles,3
156,Paint,0
156,Phone Charger,3
156,Power Cord,1
156,Shrimp,3
156,Steak,3
156,Tape,0
157,Bracket,3
157,Brush,3
157,Cereal,5
157,Ear Buds,9
157,Eggs,5
157,Glue,3
157,Keyboard,12
157,King Crab,6
157,Milk,3
157,Mouse,6
157,Nails,3
157,Noodles,9
157,Paint,3
157,Phone Charger,12
157,Power Cord,6
157,Shrimp,12
157,Steak,9
157,Tape,3
158,Bracket,0
158,Brush,0
158,Cereal,0
158,Ear Buds,3
158,Eggs,0
158,Glue,0
158,Keyboard,3
158,King Crab,3
158,Milk,0
158,Mouse,2
158,Nails,0
158,Noodles,3
158,Paint,0
158,Phone Charger,3
158,Power Cord,2
158,Shrimp,3
158,Steak,3
158,Tape,0
159,Bracket,3
159,Brush,3
159,Cereal,3
159,Ear Buds,9
159,Eggs,3
159,Glue,3
159,Keyboard,9
159,King Crab,5
159,Milk,2
159,Mouse,3
159,Nails,3
159,Noodles,6
159,Paint,0
159,Phone Charger,9
159,Power Cord,3
159,Shrimp,9
159,Steak,6
159,Tape,0
160,Bracket,3
160,Brush,1
160,Cereal,3
160,Ear Buds,9
160,Eggs,3
160,Glue,3
160,Keyboard,9
160,King Crab,5
160,Milk,2
160,Mouse,3
160,Nails,2
160,Noodles,6
160,Paint,0
160,Phone Charger,9
160,Power Cord,3
160,Shrimp,9
160,Steak,6
160,Tape,0
161,Bracket,3
161,Brush,0
161,Cereal,0
161,Ear Buds,3
161,Eggs,0
161,Glue,1
161,Keyboard,4
161,King Crab,3
161,Milk,0
161,Mouse,2
161,Nails,0
161,Noodles,3
161,Paint,0
161,Phone Charger,3
161,Power Cord,0
161,Shrimp,3
161,Steak,3
161,Tape,0
162,Bracket,3
162,Brush,3
162,Cereal,3
162,Ear Buds,9
162,Eggs,3
162,Glue,3
162,Keyboard,9
162,King Crab,6
162,Milk,3
162,Mouse,3
162,Nails,3
162,Noodles,6
162,Paint,0
162,Phone Charger,9
162,Power Cord,3
162,Shrimp,9
162,Steak,6
162,Tape,0
163,Bracket,3
163,Brush,0
163,Cereal,3
163,Ear Buds,9
163,Eggs,3
163,Glue,3
163,Keyboard,9
163,King Crab,4
163,Milk,1
163,Mouse,3
163,Nails,1
163,Noodles,6
163,Paint,0
163,Phone Charger,9
163,Power Cord,3
163,Shrimp,9
163,Steak,6
163,Tape,0
164,Bracket,3
164,Brush,0
164,Cereal,3
164,Ear Buds,6
164,Eggs,3
164,Glue,3
164,Keyboard,9
164,King Crab,3
164,Milk,0
164,Mouse,3
164,Nails,0
164,Noodles,4
164,Paint,0
164,Phone Charger,7
164,Power Cord,3
164,Shrimp,9
164,Steak,4
164,Tape,0
165,Bracket,3
165,Brush,0
165,Cereal,0
165,Ear Buds,3
165,Eggs,0
165,Glue,1
165,Keyboard,4
165,King Crab,3
165,Milk,0
165,Mouse,2
165,Nails,0
165,Noodles,3
165,Paint,0
165,Phone Charger,3
165,Power Cord,0
165,Shrimp,3
165,Steak,3
165,Tape,0
166,Bracket,3
166,Brush,3
166,Cereal,3
166,Ear Buds,9
166,Eggs,3
166,Glue,3
166,Keyboard,10
166,King Crab,6
166,Milk,3
166,Mouse,4
166,Nails,3
166,Noodles,6
166,Paint,2
166,Phone Charger,9
166,Power Cord,3
166,Shrimp,9
166,Steak,6
166,Tape,2
167,Bracket,3
167,Brush,0
167,Cereal,3
167,Ear Buds,9
167,Eggs,3
167,Glue,3
167,Keyboard,9
167,King Crab,3
167,Milk,0
167,Mouse,3
167,Nails,0
167,Noodles,6
167,Paint,0
167,Phone Charger,9
167,Power Cord,3
167,Shrimp,9
167,Steak,5
167,Tape,0
168,Bracket,3
168,Brush,3
168,Cereal,3
168,Ear Buds,9
168,Eggs,3
168,Glue,3
168,Keyboard,12
168,King Crab,6
168,Milk,3
168,Mouse,6
168,Nails,3
168,Noodles,6
168,Paint,3
168,Phone Charger,9
168,Power Cord,3
168,Shrimp,9
168,Steak,6
168,Tape,2
169,Bracket,3
169,Brush,0
169,Cereal,3
169,Ear Buds,9
169,Eggs,3
169,Glue,3
169,Keyboard,9
169,King Crab,3
169,Milk,0
169,Mouse,3
169,Nails,0
169,Noodles,6
169,Paint,0
169,Phone Charger,9
169,Power Cord,3
169,Shrimp,9
169,Steak,5
169,Tape,0
170,Bracket,0
170,Brush,0
170,Cereal,0
170,Ear Buds,3
170,Eggs,0
170,Glue,0
170,Keyboard,3
170,King Crab,0
170,Milk,0
170,Mouse,0
170,Nails,0
170,Noodles,0
170,Paint,0
170,Phone Charger,3
170,Power Cord,0
170,Shrimp,3
170,Steak,1
170,Tape,0
171,Bracket,3
171,Brush,0
171,Cereal,3
171,Ear Buds,9
171,Eggs,3
171,Glue,3
171,Keyboard,9
171,King Crab,3
171,Milk,0
171,Mouse,3
171,Nails,0
171,Noodles,6
171,Paint,0
171,Phone Charger,9
171,Power Cord,3
171,Shrimp,9
171,Steak,4
171,Tape,0
172,Bracket,3
172,Brush,0
172,Cereal,3
172,Ear Buds,9
172,Eggs,3
172,Glue,3
172,Keyboard,9
172,King Crab,3
172,Milk,0
172,Mouse,3
172,Nails,0
172,Noodles,6
172,Paint,0
172,Phone Charger,9
172,Power Cord,3
172,Shrimp,9
172,Steak,4
172,Tape,0
173,Bracket,2
173,Brush,1
173,Cereal,1
173,Ear Buds,3
173,Eggs,1
173,Glue,2
173,Keyboard,5
173,King Crab,3
173,Milk,0
173,Mouse,3
173,Nails,0
